,n_genes,percent_mito,n_counts
Vip_tdTpositive_cell_43,6395,0.019851675,2716778.5
Vip_tdTpositive_cell_44,6242,0.016240776,4237459.5
Vip_tdTpositive_cell_45,7757,0.02433735,12270570.0
Vip_tdTpositive_cell_46,6886,0.027762923,3691354.8
Vip_tdTpositive_cell_47,7281,0.022115398,5148220.0
Vip_tdTpositive_cell_48,7083,0.027315006,5148892.5
Vip_tdTpositive_cell_49,6514,0.028150618,4070352.0
Vip_tdTpositive_cell_50,6608,0.01977228,4090533.5
Vip_tdTpositive_cell_51,7102,0.028823206,4492309.5
Vip_tdTpositive_cell_52,7488,0.02430683,3761294.0
Vip_tdTpositive_cell_53,9152,0.030831076,13126097.0
Vip_tdTpositive_cell_54,7804,0.022876635,4070829.0
Vip_tdTpositive_cell_55,7456,0.02171257,3690169.5
Vip_tdTpositive_cell_56,7309,0.03264976,4140523.0
Vip_tdTpositive_cell_57,8039,0.025863308,4728322.0
Vip_tdTpositive_cell_58,7176,0.026073588,2976727.5
Vip_tdTpositive_cell_59,8640,0.027294746,11032696.0
Vip_tdTpositive_cell_60,6858,0.024157882,3554585.5
Vip_tdTpositive_cell_61,8522,0.029403096,5599047.0
Vip_tdTpositive_cell_62,7941,0.018391522,4096357.2
Vip_tdTpositive_cell_63,7152,0.030085899,4520800.5
Vip_tdTpositive_cell_64,6453,0.022246063,4166447.0
Vip_tdTpositive_cell_65,6834,0.02316514,4237026.5
Vip_tdTpositive_cell_66,8140,0.019635411,4319333.0
Vip_tdTpositive_cell_67,7415,0.029623017,3932091.8
Vip_tdTpositive_cell_68,7217,0.03561223,3353160.0
Vip_tdTpositive_cell_69,5980,0.0331213,4322866.0
Vip_tdTpositive_cell_70,6140,0.026742976,2918968.0
CAV_LP_Ipsi_tdTpos_cell_1,8536,0.045941222,5887854.0
CAV_LP_Ipsi_tdTpos_cell_2,9284,0.04580357,5862901.0
CAV_LP_Ipsi_tdTpos_cell_3,9399,0.05472431,5724629.5
CAV_LP_Ipsi_tdTpos_cell_4,9308,0.039596938,5029724.5
CAV_LP_Ipsi_tdTpos_cell_5,9277,0.04408641,5518313.0
CAV_LP_Ipsi_tdTpos_cell_6,7695,0.029610038,5292059.0
CAV_LP_Ipsi_tdTpos_cell_7,8941,0.041600358,6443966.0
CAV_LP_Ipsi_tdTpos_cell_8,8653,0.06555916,4779834.5
CAV_LP_Ipsi_tdTpos_cell_9,7584,0.035332557,5600061.5
CAV_LP_Ipsi_tdTpos_cell_10,8168,0.0368759,5610143.0
CAV_LP_Ipsi_tdTpos_cell_11,8119,0.03297624,5883667.5
CAV_LP_Ipsi_tdTpos_cell_12,8986,0.03005397,4311300.0
CAV_LP_Ipsi_tdTpos_cell_13,9252,0.038962845,5395911.0
CAV_LP_Ipsi_tdTpos_cell_14,9769,0.046517923,6095031.0
CAV_LP_Ipsi_tdTpos_cell_15,8808,0.053099155,5553168.0
CAV_LP_Ipsi_tdTpos_cell_16,7266,0.04950285,6254653.0
CAV_LP_Ipsi_tdTpos_cell_17,9240,0.05845207,6151706.0
CAV_LP_Ipsi_tdTpos_cell_19,8431,0.050804626,5494010.0
CAV_LP_Ipsi_tdTpos_cell_20,8631,0.046615556,5396476.0
CAV_LP_Ipsi_tdTpos_cell_21,7532,0.021330578,4227845.5
CAV_LP_Ipsi_tdTpos_cell_22,6850,0.044394113,6457599.0
CAV_LP_Ipsi_tdTpos_cell_23,6725,0.057125393,5862175.0
CAV_LP_Ipsi_tdTpos_cell_24,7476,0.05871587,6741936.0
CAV_LP_Ipsi_tdTpos_cell_25,7472,0.054725002,5977306.0
CAV_LP_Ipsi_tdTpos_cell_26,6365,0.050239004,3991194.0
CAV_LP_Ipsi_tdTpos_cell_27,7270,0.06623683,5178144.5
CAV_LP_Ipsi_tdTpos_cell_28,6876,0.06778301,6446265.0
CAV_LP_Ipsi_tdTpos_cell_29,8776,0.038109098,4507421.0
CAV_LP_Ipsi_tdTpos_cell_30,9179,0.055249184,3216182.0
CAV_LP_Ipsi_tdTpos_cell_31,6143,0.032486077,5229306.0
CAV_LP_Ipsi_tdTpos_cell_32,8628,0.042246748,7731942.5
CAV_LP_Ipsi_tdTpos_cell_33,7290,0.036015462,4916457.0
CAV_LP_Ipsi_tdTpos_cell_34,8091,0.032333255,11876952.0
CAV_LP_Ipsi_tdTpos_cell_35,7648,0.0404521,4685891.0
CAV_LP_Ipsi_tdTpos_cell_36,9065,0.05159395,6612418.5
CAV_LP_Ipsi_tdTpos_cell_37,7295,0.026669627,6818787.0
CAV_LP_Ipsi_tdTpos_cell_38,7307,0.034706056,5979963.0
CAV_LP_Ipsi_tdTpos_cell_39,7632,0.025661943,8607296.0
CAV_LP_Ipsi_tdTpos_cell_40,8229,0.030829601,8353609.5
CAV_LP_Ipsi_tdTpos_cell_41,7796,0.039713845,6257079.0
CAV_LP_Ipsi_tdTpos_cell_42,8036,0.031999696,9396085.0
CAV_LP_Ipsi_tdTpos_cell_43,6890,0.030070992,5714038.0
CAV_VISp_Contra_tdTpos_cell_1,7227,0.03951969,4018366.0
CAV_VISp_Contra_tdTpos_cell_2,7670,0.0356481,3201481.0
CAV_VISp_Contra_tdTpos_cell_3,8043,0.033545814,4271895.0
CAV_VISp_Contra_tdTpos_cell_4,9019,0.030400053,4225583.0
CAV_VISp_Contra_tdTpos_cell_5,8278,0.039809957,4109389.0
